40,18,21,26.227746963500977
40,21,21,29.699474334716797
42,20,21,27.463346481323242
41,21,21,29.12130355834961
41,17,21,24.520566940307617
241,20,21,28.003347396850586
41,21,22,29.12130355834961
41,21,21,29.12130355834961
42,17,21,24.03622817993164
41,19,21,26.863697052001953
41,18,21,25.702646255493164
41,18,22,25.702646255493164
41,17,21,24.520566940307617
41,17,22,24.520566940307617
41,19,22,26.863697052001953
41,18,21,25.702646255493164
42,18,21,25.198591232299805
41,18,21,25.702646255493164
41,21,20,29.12130355834961
41,18,22,25.702646255493164
41,17,21,24.520566940307617
41,17,20,24.520566940307617
41,17,23,24.520566940307617
42,19,20,26.34109115600586
42,19,21,26.34109115600586
41,21,20,29.12130355834961
42,21,21,28.565052032470703
41,18,21,25.702646255493164
42,17,22,24.03622817993164
41,17,22,24.520566940307617
41,18,22,25.702646255493164
40,20,20,28.565052032470703
42,21,20,28.565052032470703
42,20,20,27.463346481323242
41,18,20,25.702646255493164
41,18,21,25.702646255493164
41,18,20,25.702646255493164
42,18,21,25.198591232299805
41,17,21,24.520566940307617
41,18,21,25.702646255493164
41,20,20,28.003347396850586
41,18,21,25.702646255493164
42,18,21,25.198591232299805
41,20,21,28.003347396850586
42,21,20,28.565052032470703
41,18,21,25.702646255493164
42,18,22,25.198591232299805
41,17,21,24.520566940307617
37,17,21,26.676864624023438
36,21,21,32.256439208984375
37,20,22,30.393020629882812
33,17,21,29.255329132080078
44,19,20,25.355566024780273
42,19,21,26.34109115600586
42,7,23,11.462323188781738
43,-13,22,345.1785888671875
42,18,21,25.198591232299805
42,22,22,29.645977020263672
41,41,5,47
41,20,21,28.003347396850586
41,4,24,7.572198867797852
42,-13,23,344.80145263671875
42,9,23,14.094758033752441
44,18,22,24.249025344848633
36,18,22,28.565052032470703
32,16,21,28.565052032470703
48,17,21,21.50244903564453
48,16,21,20.43494987487793
34,20,21,32.465545654296875
47,18,21,22.955778121948242
41,21,21,29.12130355834961
44,-20,21,337.5560607910156
42,10,23,15.392498970031738
41,31,14,39.092838287353516
42,35,11,41.805572509765625
43,-15,21,342.7693176269531
42,-17,21,339.9637756347656
43,0,26,2.0000009536743164
42,17,21,24.03622817993164
44,21,19,27.513872146606445
33,14,21,24.988718032836914
34,16,21,27.20112419128418
30,18,21,32.9637565612793
51,14,21,17.35013771057129
39,18,20,26.7751407623291
49,15,21,19.020526885986328
44,-8,23,351.6951599121094
41,20,22,28.003347396850586
41,45,1,49.663002014160156
41,-13,23,344.4075622558594
41,36,10,43.28470993041992
42,20,21,27.463346481323242
42,21,20,28.565052032470703
53,24,18,26.36245346069336
31,21,21,36.11447525024414
43,18,21,24.714412689208984
40,18,21,26.227746963500977
14,18,14,54.12501907348633
13,20,14,58.976131439208984
43,17,21,23.571308135986328
42,21,21,28.565052032470703
36,21,21,32.256439208984375
47,16,21,20.79988670349121
43,18,22,24.714412689208984
43,18,21,24.714412689208984
49,16,20,20.083446502685547
33,18,21,30.61046028137207
39,20,20,29.149682998657227
41,20,19,28.003347396850586
40,18,21,26.227746963500977
40,21,21,29.699474334716797
40,17,21,25.025493621826172
40,18,20,26.227746963500977
42,19,21,26.34109115600586
40,20,20,28.565052032470703
